hotel_name,city,date,price_per_night,rating,season,is_weekend,year
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-14,153.11,4.5,Winter,Weekend,2024
Dilijan Resort,Dilijan,2024-01-14,108.47,4.3,Winter,Weekend,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-14,118.30,4.4,Winter,Weekend,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-14,105.04,4.2,Winter,Weekend,2024
Jermuk Grand Hotel,Jermuk,2024-01-14,99.86,4.3,Winter,Weekend,2024
Grand Hotel Gyumri,Gyumri,2024-01-14,127.86,4.1,Winter,Weekend,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-14,124.34,4.0,Winter,Weekend,2024
Aleksandrapol Hotel,Gyumri,2024-01-14,96.77,3.9,Winter,Weekend,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-15,224.36,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-15,220.80,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-15,199.80,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-15,188.09,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-15,179.06,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-15,109.98,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-15,100.46,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-15,132.04,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-15,206.51,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-15,169.40,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-15,114.16,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-15,147.17,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-15,126.10,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-15,113.08,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-15,116.88,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-15,112.02,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-15,74.05,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-15,74.79,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-15,108.57,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-15,73.21,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-15,88.98,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-16,304.81,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-16,174.39,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-16,180.99,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-16,152.92,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-16,169.15,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-16,163.01,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-16,126.44,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-16,149.83,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-16,218.01,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-16,158.68,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-16,117.26,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-16,169.97,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-16,139.54,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-16,87.44,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-16,75.17,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-16,104.09,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-16,117.95,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-16,117.63,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-16,114.54,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-16,94.86,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-16,88.61,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-17,295.49,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-17,217.63,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-17,250.53,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-17,160.08,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-17,173.16,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-17,104.98,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-17,91.24,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-17,128.79,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-17,172.90,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-17,176.42,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-17,175.18,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-17,162.27,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-17,140.79,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-17,108.55,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-17,121.86,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-17,115.57,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-17,71.19,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-17,115.95,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-17,83.71,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-17,108.29,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-17,109.28,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-18,237.29,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-18,164.64,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-18,191.73,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-18,171.31,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-18,196.29,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-18,172.99,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-18,128.04,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-18,103.44,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-18,189.78,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-18,183.83,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-18,159.77,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-18,127.93,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-18,108.94,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-18,130.27,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-18,98.76,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-18,96.58,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-18,115.17,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-18,93.30,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-18,98.04,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-18,89.18,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-18,114.41,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-19,255.74,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-19,174.56,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-19,239.84,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-19,197.43,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-19,188.48,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-19,132.90,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-19,106.74,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-19,128.57,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-19,163.20,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-19,155.59,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-19,187.50,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-19,126.37,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-19,142.39,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-19,126.33,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-19,97.45,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-19,128.27,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-19,95.91,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-19,125.74,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-19,132.51,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-19,85.59,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-19,88.08,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-20,301.18,4.7,Winter,Weekend,2024
Republica Hotel Yerevan,Yerevan,2024-01-20,201.91,4.5,Winter,Weekend,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-20,267.63,4.6,Winter,Weekend,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-20,198.68,4.4,Winter,Weekend,2024
Metropol Hotel Yerevan,Yerevan,2024-01-20,191.97,4.3,Winter,Weekend,2024
Grand Hotel Yerevan,Yerevan,2024-01-20,153.13,4.2,Winter,Weekend,2024
Opera Suite Hotel,Yerevan,2024-01-20,130.21,4.1,Winter,Weekend,2024
Silachi Hotel,Yerevan,2024-01-20,125.30,4.0,Winter,Weekend,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-20,206.82,4.6,Winter,Weekend,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-20,190.17,4.5,Winter,Weekend,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-20,187.50,4.4,Winter,Weekend,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-20,175.00,4.2,Winter,Weekend,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-20,155.21,4.7,Winter,Weekend,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-20,159.81,4.5,Winter,Weekend,2024
Dilijan Resort,Dilijan,2024-01-20,88.14,4.3,Winter,Weekend,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-20,129.52,4.4,Winter,Weekend,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-20,130.98,4.2,Winter,Weekend,2024
Jermuk Grand Hotel,Jermuk,2024-01-20,111.93,4.3,Winter,Weekend,2024
Grand Hotel Gyumri,Gyumri,2024-01-20,127.62,4.1,Winter,Weekend,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-20,109.02,4.0,Winter,Weekend,2024
Aleksandrapol Hotel,Gyumri,2024-01-20,102.52,3.9,Winter,Weekend,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-21,275.39,4.7,Winter,Weekend,2024
Republica Hotel Yerevan,Yerevan,2024-01-21,255.80,4.5,Winter,Weekend,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-21,287.75,4.6,Winter,Weekend,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-21,195.83,4.4,Winter,Weekend,2024
Metropol Hotel Yerevan,Yerevan,2024-01-21,217.88,4.3,Winter,Weekend,2024
Grand Hotel Yerevan,Yerevan,2024-01-21,161.11,4.2,Winter,Weekend,2024
Opera Suite Hotel,Yerevan,2024-01-21,109.76,4.1,Winter,Weekend,2024
Silachi Hotel,Yerevan,2024-01-21,185.31,4.0,Winter,Weekend,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-21,225.00,4.6,Winter,Weekend,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-21,151.44,4.5,Winter,Weekend,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-21,187.50,4.4,Winter,Weekend,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-21,175.00,4.2,Winter,Weekend,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-21,108.98,4.7,Winter,Weekend,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-21,109.19,4.5,Winter,Weekend,2024
Dilijan Resort,Dilijan,2024-01-21,95.69,4.3,Winter,Weekend,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-21,126.22,4.4,Winter,Weekend,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-21,76.99,4.2,Winter,Weekend,2024
Jermuk Grand Hotel,Jermuk,2024-01-21,139.67,4.3,Winter,Weekend,2024
Grand Hotel Gyumri,Gyumri,2024-01-21,102.85,4.1,Winter,Weekend,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-21,82.73,4.0,Winter,Weekend,2024
Aleksandrapol Hotel,Gyumri,2024-01-21,79.80,3.9,Winter,Weekend,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-22,214.95,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-22,243.47,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-22,184.55,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-22,180.16,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-22,179.70,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-22,123.79,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-22,102.07,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-22,121.15,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-22,195.20,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-22,192.92,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-22,187.50,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-22,121.86,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-22,138.42,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-22,85.52,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-22,112.38,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-22,94.34,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-22,98.85,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-22,109.69,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-22,116.87,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-22,108.87,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-22,99.26,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-23,261.67,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-23,201.71,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-23,217.87,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-23,180.96,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-23,144.51,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-23,145.20,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-23,132.51,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-23,141.98,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-23,211.24,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-23,192.80,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-23,129.41,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-23,162.32,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-23,159.58,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-23,136.35,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-23,139.57,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-23,99.46,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-23,64.25,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-23,98.81,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-23,114.07,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-23,120.36,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-23,63.88,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-24,219.25,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-24,222.90,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-24,178.08,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-24,225.70,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-24,158.93,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-24,118.45,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-24,110.30,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-24,109.22,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-24,158.99,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-24,182.11,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-24,181.07,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-24,147.07,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-24,108.69,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-24,110.18,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-24,122.28,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-24,94.48,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-24,129.87,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-24,75.95,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-24,112.73,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-24,85.01,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-24,66.60,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-25,288.39,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-25,222.21,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-25,205.12,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-25,200.59,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-25,152.06,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-25,110.70,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-25,99.73,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-25,146.01,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-25,171.39,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-25,132.39,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-25,116.05,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-25,112.61,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-25,121.66,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-25,85.74,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-25,87.87,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-25,77.03,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-25,110.19,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-25,114.04,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-25,119.27,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-25,72.46,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-25,101.42,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-26,300.56,4.7,Winter,Weekday,2024
Republica Hotel Yerevan,Yerevan,2024-01-26,204.37,4.5,Winter,Weekday,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-26,234.35,4.6,Winter,Weekday,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-26,184.25,4.4,Winter,Weekday,2024
Metropol Hotel Yerevan,Yerevan,2024-01-26,184.50,4.3,Winter,Weekday,2024
Grand Hotel Yerevan,Yerevan,2024-01-26,146.91,4.2,Winter,Weekday,2024
Opera Suite Hotel,Yerevan,2024-01-26,98.42,4.1,Winter,Weekday,2024
Silachi Hotel,Yerevan,2024-01-26,97.29,4.0,Winter,Weekday,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-26,199.01,4.6,Winter,Weekday,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-26,161.21,4.5,Winter,Weekday,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-26,151.16,4.4,Winter,Weekday,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-26,136.08,4.2,Winter,Weekday,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-26,141.79,4.7,Winter,Weekday,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-26,127.26,4.5,Winter,Weekday,2024
Dilijan Resort,Dilijan,2024-01-26,113.26,4.3,Winter,Weekday,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-26,96.08,4.4,Winter,Weekday,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-26,83.73,4.2,Winter,Weekday,2024
Jermuk Grand Hotel,Jermuk,2024-01-26,87.64,4.3,Winter,Weekday,2024
Grand Hotel Gyumri,Gyumri,2024-01-26,100.09,4.1,Winter,Weekday,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-26,82.45,4.0,Winter,Weekday,2024
Aleksandrapol Hotel,Gyumri,2024-01-26,100.77,3.9,Winter,Weekday,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-27,302.45,4.7,Winter,Weekend,2024
Republica Hotel Yerevan,Yerevan,2024-01-27,198.93,4.5,Winter,Weekend,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-27,270.82,4.6,Winter,Weekend,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-27,220.41,4.4,Winter,Weekend,2024
Metropol Hotel Yerevan,Yerevan,2024-01-27,171.50,4.3,Winter,Weekend,2024
Grand Hotel Yerevan,Yerevan,2024-01-27,142.14,4.2,Winter,Weekend,2024
Opera Suite Hotel,Yerevan,2024-01-27,163.33,4.1,Winter,Weekend,2024
Silachi Hotel,Yerevan,2024-01-27,169.79,4.0,Winter,Weekend,2024
Marriott Tsaghkadzor,Tsaghkadzor,2024-01-27,213.25,4.6,Winter,Weekend,2024
Kecharis Hotel & Resort,Tsaghkadzor,2024-01-27,179.88,4.5,Winter,Weekend,2024
Ararat Resort Tsaghkadzor,Tsaghkadzor,2024-01-27,173.17,4.4,Winter,Weekend,2024
Golden Palace Tsaghkadzor,Tsaghkadzor,2024-01-27,127.78,4.2,Winter,Weekend,2024
Tufenkian Old Dilijan Complex,Dilijan,2024-01-27,132.06,4.7,Winter,Weekend,2024
Best Western Plus Paradise Hotel Dilijan,Dilijan,2024-01-27,137.68,4.5,Winter,Weekend,2024
Dilijan Resort,Dilijan,2024-01-27,151.76,4.3,Winter,Weekend,2024
Jermuk Olympia Sanatorium,Jermuk,2024-01-27,140.90,4.4,Winter,Weekend,2024
Jermuk Ashkharh Health Center,Jermuk,2024-01-27,107.12,4.2,Winter,Weekend,2024
Jermuk Grand Hotel,Jermuk,2024-01-27,148.60,4.3,Winter,Weekend,2024
Grand Hotel Gyumri,Gyumri,2024-01-27,93.27,4.1,Winter,Weekend,2024
Berlin Art Hotel Gyumri,Gyumri,2024-01-27,114.79,4.0,Winter,Weekend,2024
Aleksandrapol Hotel,Gyumri,2024-01-27,81.00,3.9,Winter,Weekend,2024
"The Alexander, a Luxury Collection Hotel, Yerevan",Yerevan,2024-01-28,331.33,4.7,Winter,Weekend,2024
Republica Hotel Yerevan,Yerevan,2024-01-28,206.84,4.5,Winter,Weekend,2024
DoubleTree by Hilton Yerevan,Yerevan,2024-01-28,233.15,4.6,Winter,Weekend,2024
Ani Grand Hotel Yerevan,Yerevan,2024-01-28,220.50,4.4,Winter,Weekend,2024
Metropol Hotel Yerevan,Yerevan,2024-01-28,183.91,4.3,Winter,Weekend,2024
